School ID,School Short Name,School Name,Street Address,City,State,ZIP,Phone Number,Website,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,X Coordinate,Y Coordinate,Latitude,Longitude,Location
609818,Burbank,Luther Burbank Elementary School,2035 N Mobile Ave,Chicago,IL,60639,(773) 534-3000,,Fullerton Elementary Network,Fullerton Elementary Network,Standard,Level 2,No,0,Scantron,Average,51,40.7,58.8,42.2,49.5,56.8,65.3,52.7,45.1,58.8,49.4,34.4,58.5,49,49.4,Below Average,37.4,33.3,34.9,27.4,34.7,39,56.1,37.8,30.2,52.8,36.9,23.2,24,53.1,37,Well-organized,Strong,Strong,Strong,Very Strong,Very Strong,Strong,41.6,48.7,3.4,2.6,95.2,95.4,95.5,94.1,Pending,No,1134122.521,1913042.046,-87.78266267,41.91759334,"(-87.78266267, 41.91759334)"
609819,Burke,Edmond Burke Elementary School,5356 S King Dr,Chicago,IL,60615,(773) 535-1325,http://www.burke.cps.k12.il.us,Burnham Park Elementary Network,Burnham Park Elementary Network,Track E,Level 3,Yes,6,NWEA,Average,53.1,68.4,,55.6,50,54.5,21.1,52.6,45,,50,38.5,75,50,53.5,Far Below Average,21.7,18.2,58.3,21.9,11.1,18.8,24,23.2,8.3,40,12.1,11.1,28.6,33.3,20.3,Partially Organized,Not Enough Data,Weak,Very Weak,Not Enough Data,Not Enough Data,Weak,58.3,59,2.6,3,89.3,88.9,95.5,95.4,No,No,1179801.469,1869357.523,-87.61617809,41.79679285,"(-87.61617809, 41.79679285)"
609820,Burley,Augustus H Burley Elementary School,1630 W Barry Ave,Chicago,IL,60657,(773) 534-5475,http://www.burley.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,57.1,68.9,50.9,49.1,50,53.7,67.4,56.6,77,60.7,36.8,63,42.6,65.2,57.6,Far Above Average,72.3,75.8,70.9,71.9,68.5,77.8,71.7,72.9,82,75,61.4,72.2,70.4,67.4,71.6,Well-organized,Very Strong,Very Strong,Strong,Very Strong,Strong,Very Strong,,,,,96.5,96.8,95,95.5,No,No,1164768.164,1920682.831,-87.66985204,41.93796493,"(-87.66985204, 41.93796493)"
609821,Burnham,Burnham Elementary Inclusive Academy,1903 E 96th St,Chicago,IL,60617,(773) 535-6530,http://www.burnham.cps.k12.il.us,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,66,71.4,60.6,76.9,51.5,60,63.9,64.2,76.2,65.6,66.7,66.7,60,72.2,67.7,Above Average,56.4,50,39.4,48.7,51.4,53.8,51.4,49,50,59.4,56.4,71.4,61.5,78.4,63.9,Well-organized,Strong,Very Strong,Very Strong,Very Strong,Very Strong,Strong,43,77.4,1.3,1.1,95.5,95.3,96.9,96.5,Pending,No,1190566.496,1841647.953,-87.57759489,41.72050221,"(-87.57759489, 41.72050221)"
609826,Castellanos,Rosario Castellanos Elementary School,2524 S Central Park Ave,Chicago,IL,60623,(773) 534-1620,,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,58.6,,55.1,50.6,57,59.3,79.7,59.5,,79.5,47.1,38.6,61.2,70,57.7,Below Average,39.9,,26.3,23.1,22.9,29.7,50,29.3,,58.8,34.1,38.5,56,74.3,50.6,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,6.7,17.8,4.4,5.4,96.3,96.5,96.9,96.7,No,No,1152737.279,1886876.128,-87.71496352,41.84544296,"(-87.71496352, 41.84544296)"
609827,Burnside,Burnside Elementary Scholastic Academy,650 E 91st Pl,Chicago,IL,60619,(773) 535-3300,http://www.burnsideacademy.net/,Skyway Elementary Network,Skyway Elementary Network,Standard,Level 2,No,0,Scantron,Average,53.7,45.9,40.9,57.5,59.5,47.5,62.3,52.5,44.9,61.3,58.3,58.7,56.7,48.4,54.9,Below Average,42.5,32.9,42,42.1,50,40,39.3,41.3,22.5,50,46.1,51.1,50.8,43.5,43.7,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,59.8,45.1,2.2,2,94.9,94.2,94.9,94.2,No,No,1182385.651,1844494.844,-87.60747108,41.72850759,"(-87.60747108, 41.72850759)"
609828,Burr,Jonathan Burr Elementary School,1621 W Wabansia Ave,Chicago,IL,60622,(773) 534-4090,http://www.burrschool.org,Fulton Elementary Network,Fulton Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,55.1,58.3,33.3,71,54.2,42.9,53.6,54.1,54.2,72.2,74.2,54.2,42.9,39.3,56.2,Above Average,56.8,45.8,61.1,45.2,50,54.5,46.4,49.7,58.3,83.3,61.3,54.2,54.5,75,63.9,Organized,Strong,Strong,Neutral,Neutral,Neutral,Strong,93.3,,1.5,,95.9,94.8,96.9,97.4,Yes,No,1165168.464,1911344.181,-87.66864691,41.91233061,"(-87.66864691, 41.91233061)"
609829,Burroughs,John C Burroughs Elementary School,3542 S Washtenaw Ave,Chicago,IL,60632,(773) 535-7226,http://www.jcburroughs.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Track E,Level 1,No,0,NWEA,Far Above Average,70.1,59.6,53.3,87.5,63,73.3,67.7,67.6,78.3,78.3,78,50,77.3,74.2,72.6,Above Average,63,66,50,63.5,69.6,60,69.7,62.8,73.9,50,76.9,67.4,45.7,63.6,63.2,Organized,Strong,Weak,Neutral,Strong,Strong,Neutral,,100,,2.3,95.6,95.1,96.1,96.3,Yes,No,1158904.877,1880879.379,-87.69249318,41.8288631,"(-87.69249318, 41.8288631)"
609830,Brunson,Milton Brunson Math & Science Specialty ES,932 N Central Ave,Chicago,IL,60651,(773) 534-6025,,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Track E,Level 3,Yes,10,Scantron,Below Average,44,44.6,37.3,45.6,53.2,53.8,43.2,45.5,50.9,45.8,38.6,54,28.2,31.8,42.4,Far Below Average,22.2,16.1,17.8,24.1,37.7,18.4,28.1,23.3,21,21.5,20,32.1,4.1,25.4,21.1,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Weak,72.3,81.3,2.4,2.9,91.3,90.8,95,95,No,No,1138802.71,1905814.957,-87.76564297,41.89767761,"(-87.76564297, 41.89767761)"
609832,Byrne,Michael M Byrne Elementary School,5329 S Oak Park Ave,Chicago,IL,60638,(773) 535-2170,http://www.byrne.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,66.7,65.4,58.2,56.6,70.4,65.8,69.9,64.5,78,64.6,69.5,72.5,64.8,66.3,68.9,Above Average,59.1,51.9,59.4,43.5,61.4,69.6,55.8,57,55.6,59.4,63.1,63.1,75.3,50,61.2,Organized,Strong,Neutral,Neutral,Neutral,Neutral,Strong,14.4,14.6,1.7,2,94.6,95.4,95.8,95.9,No,No,1131997.021,1868365.169,-87.79150778,41.79503029,"(-87.79150778, 41.79503029)"
609833,Caldwell,Charles P Caldwell Academy of Math & Science ES,8546 S Cregier,Chicago,IL,60617,(773) 535-6300,http://www.caldwell.cps.k12.il.us,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 2,Yes,5,Scantron,Below Average,44.7,31,27.3,52.6,37.5,57.7,65.6,47.3,34.5,30.4,72.2,46.4,31.4,53.1,42,Below Average,33.2,37.9,18.5,34.8,14.7,29.3,48.6,30.6,30,18.5,47.6,26.7,40.4,47.2,35.8,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Weak,97,83.8,3.1,2.3,92.7,91.7,94.7,93.6,No,No,1189641.205,1848463.627,-87.58076569,41.73922735,"(-87.58076569, 41.73922735)"
609834,Little Village,Little Village Elementary School,2620 S Lawndale Ave,Chicago,IL,60623,(773) 534-1880,http://www.lva.cps.k12.il.us,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Track E,Level 2,No,0,Scantron,Average,49.4,37.5,51.4,44.3,63.3,53.8,50,48.6,49,56.8,36.7,49,48.1,65.5,50.1,Below Average,37.4,24,37.3,27.8,40,45.7,34.5,34.2,30.2,32,40,42,51.3,53.4,40.5,Organized,Neutral,Neutral,Strong,Neutral,Neutral,Neutral,46.2,54.2,3.3,2.8,96.7,96,96.7,96,No,No,1152090.217,1886231.173,-87.71735516,41.84368588,"(-87.71735516, 41.84368588)"
609885,Dewey,Dewey Elementary Academy of Fine Arts,5415 S Union Ave,Chicago,IL,60609,(773) 535-1666,,Pershing Elementary Network,Pershing Elementary Network,Standard,Level 3,Yes,5,NWEA,Not Enough Data,,,,,,,,,,,,,,,,Far Below Average,12.7,20.8,7.1,0,13.8,6.7,15.4,11.1,17.9,10.7,22.2,6.7,21.4,5.9,14.1,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Weak,75.4,86.8,2.6,2.5,90.7,86.2,95.5,95.2,No,No,1172596.05,1868881.791,-87.642615,41.7956493,"(-87.642615, 41.7956493)"
609835,Cameron,Daniel R Cameron Elementary School,1234 N Monticello Ave,Chicago,IL,60651,(773) 534-4290,http://www.cameronschool.org,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 2,Yes,6,Scantron,Above Average,67.1,38.8,50.7,70.8,66.7,55.9,65.9,57.6,69.4,64.1,79.7,92.3,80.3,72.1,76.5,Below Average,41.9,26.8,23.6,34.3,29.9,31.7,43.8,30.9,34.7,42.6,63.9,69.3,54,50.9,52.7,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Weak,31.3,64.1,2.2,2.5,92.6,94.3,96.2,96.1,No,No,1151767.546,1908130.068,-87.71796315,41.90378521,"(-87.71796315, 41.90378521)"
609836,Canty,Arthur E Canty Elementary School,3740 N Panama Ave,Chicago,IL,60634,(773) 534-1238,http://www.cantyschool.org,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,58.1,63.3,56.8,51.9,58.6,59.3,58.3,58.2,59.2,58.9,53.1,60.6,63,54.2,58.1,Above Average,65.4,50,55.3,48.2,68,61.8,62.5,57.4,60,77.3,74.7,75,76.4,81.9,73.4,Organized,Strong,Strong,Neutral,Neutral,Weak,Strong,9.1,33.3,3.5,2.4,96.1,96.3,96.1,96.4,No,No,1121355.698,1924041.412,-87.8293319,41.94799245,"(-87.8293319, 41.94799245)"
609837,Carnegie,Andrew Carnegie Elementary School,1414 E 61st Pl,Chicago,IL,60637,(773) 535-0530,http://www.carnegie.cps.k12.il.us/,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,2,NWEA,Average,46.4,41.4,50,54.4,52.6,35.1,51.3,48,56.8,48.5,47.9,37.5,31.6,45.5,45,Below Average,39.1,38.8,59.4,35.5,51.3,44.4,46.3,45.8,35,46.4,27.8,25.6,21.9,38.3,32.5,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,75.5,72.7,3.5,3.7,94.6,94.1,94.4,94.8,No,No,1186764.646,1864534.473,-87.59079649,41.78339577,"(-87.59079649, 41.78339577)"
609839,Carroll,Carroll-Rosenwald Specialty Elementary School,2929 W 83rd St,Chicago,IL,60652,(773) 535-9414,,Midway Elementary Network,Midway Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,59.7,64,42.6,59.6,63.8,71.7,65.5,61,76,51.7,43.1,64.4,53.3,64.3,58.3,Below Average,39.1,47.4,36.4,23.4,35.5,40.6,42.6,37.4,42.1,47.7,35.9,31.7,37.5,50,40.8,Not Yet Organized,Neutral,Weak,Weak,Weak,Weak,Weak,52.6,42.9,2.1,2.1,94.8,94.4,95.6,95.6,No,No,1158181.605,1849398.28,-87.696003,41.74248931,"(-87.696003, 41.74248931)"
609842,Carson,Rachel Carson Elementary School,5516 S Maplewood Ave,Chicago,IL,60629,(773) 535-9222,,Midway Elementary Network,Midway Elementary Network,Track E,Level 2,No,0,NWEA,Above Average,64.1,64.2,55,63.8,68.7,62.6,53.5,61.5,71.7,60,63.6,64.7,65.7,76.5,66.8,Average,45.4,42.1,32.8,50.5,52.1,55,55.7,47.3,38.3,32.3,36.7,52.1,42,59.8,43.4,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Neutral,17.3,22.1,3.1,2.9,97.6,96.2,97.7,98.2,No,No,1160271.679,1867913.54,-87.68783576,41.79325514,"(-87.68783576, 41.79325514)"
609844,Carter,William W Carter Elementary School,5740 S Michigan Ave,Chicago,IL,60637,(773) 535-0860,,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,6,Scantron,Below Average,44.8,51.3,27.3,54.5,48.1,48.3,35.1,44.5,64.1,22.6,60,29.6,43.3,38.5,45,Far Below Average,29.4,36.4,8.3,13,29,37.5,24.4,24.3,36.4,12.1,43.5,40.6,30.3,38.6,34.5,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Very Weak,65.7,62.4,3.5,4.1,91.2,91.9,95.9,94.9,No,No,1178101.365,1866810.123,-87.62248974,41.78984129,"(-87.62248974, 41.78984129)"
609845,"Carver , G",George Washington Carver Primary School,901 E 133rd Pl,Chicago,IL,60827,(773) 535-5674,http://www.carverprimary.cps.k12.il.us,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Track E,Level 3,Yes,5,Scantron,Average,47.3,58.2,41.2,65.1,48.2,35.1,55.3,50.9,57.7,46,60.5,29.1,27,40,43.6,Far Below Average,24.3,29.3,20.8,16.7,17.5,18.2,38,23.5,27.6,28.3,31.3,14,20,30,25.1,Not Yet Organized,Weak,Weak,Weak,Neutral,Neutral,Neutral,46.9,38,4.1,4.2,90.9,91.2,94.7,94.8,No,No,1184786.467,1817244.896,-87.59952683,41.65367428,"(-87.59952683, 41.65367428)"
609848,Aldridge,Ira F Aldridge Elementary School,630 E 131st St,Chicago,IL,60827,(773) 535-5614,,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,38.5,33.3,25,42.9,56,61.4,52.2,46.3,23.1,17.9,17.9,56,34.9,34.8,30.6,Far Below Average,19.8,17.2,9.4,31,25.9,25.5,25,22.3,7.1,9.4,20.7,29.6,17.4,20.8,17.2,Well-organized,Neutral,Neutral,Strong,Strong,Strong,Weak,90.5,98.8,3.3,3.4,92.9,91.9,96.3,94.9,No,No,1182870.294,1818598.178,-87.60649623,41.65743243,"(-87.60649623, 41.65743243)"
609849,Cassell,George F Cassell Elementary School,11314 S Spaulding Ave,Chicago,IL,60655,(773) 535-2640,http://www.cassell.cps.k12.il.us,Rock Island Elementary Network,Rock Island Elementary Network,Track E,Level 2,No,0,NWEA,Above Average,60.1,41.9,53.3,62.2,80,51.6,65.2,59,57.1,50,37.8,74.3,73.3,73.3,61.2,Above Average,59.1,55.8,62.5,59.5,63.9,77.4,71.7,64.9,64.3,50,40.5,41.7,60,60,53.2,Well-organized,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,76.2,59.4,2.3,2.3,94.4,94.9,95.1,94.2,No,No,1156350.416,1829287.52,-87.70325179,41.68733881,"(-87.70325179, 41.68733881)"
610213,Wadsworth,James Wadsworth Elementary School,6420 S University Ave,Chicago,IL,60637,(773) 535-0730,http://www.cuip.net/schools/wadsworth,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,6,Scantron,Below Average,41,58.3,25,33.3,,,,37.5,40,39.3,51.4,,,,44.4,Far Below Average,25,48,25,16.7,,,,28.1,19.2,10.7,32.4,,,,22,Not Yet Organized,Weak,Not Enough Data,Not Enough Data,Very Weak,Weak,Not Enough Data,61.5,58.6,1.7,1.7,92.2,90.8,95.5,95.6,No,No,1184773.873,1862597.144,-87.59815597,41.77812652,"(-87.59815597, 41.77812652)"
609850,Greeley,Horace Greeley Elementary School,832 W Sheridan Rd,Chicago,IL,60613,(773) 534-5800,http://www.greeleyelementary.net,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,56.9,35.2,67.2,52.9,57.1,60,66,56.5,59.3,70.2,46.8,49.1,53.3,63,57.4,Above Average,58,41.1,57.6,36.5,42.9,64.4,64.8,50.9,58.2,60.3,51.1,60.7,77.8,83.6,65.2,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,70.6,24.1,2.8,3.6,95.9,96,96,96.4,No,No,1169860.926,1926142.578,-87.65097549,41.95283701,"(-87.65097549, 41.95283701)"
609851,Chalmers,Thomas Chalmers Specialty Elementary School,2745 W Roosevelt Rd,Chicago,IL,60608,(773) 534-1720,http://www.chalmers.cps.k12.il.us,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Track E,Level 3,Yes,6,Scantron,Average,51.5,48.6,41.2,51.6,53.6,65.4,71.4,54.3,52.8,62.5,34.5,51.7,38.5,64.3,48.7,Far Below Average,25.1,38.5,19,22.6,6.9,40,29.4,26.9,20,33.3,10,10,33.3,47.1,23.2,Well-organized,Strong,Strong,Strong,Very Strong,Strong,Neutral,,91.7,,2.4,94.4,96.4,97.3,97.6,Yes,No,1158048.936,1894554.926,-87.69526079,41.8664078,"(-87.69526079, 41.8664078)"
609852,Chappell,Eliza Chappell Elementary School,2135 W Foster Ave,Chicago,IL,60625,(773) 534-2390,http://www.chappellschool.weebly.com,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,61.9,64.3,52.2,40.9,59.5,64.5,68.8,59.9,55.8,52.2,72.7,54.1,64.5,87.5,63.8,Above Average,62.9,61.4,58.3,39.1,45.9,80.6,63.6,58.9,51.1,66.7,73.9,54.1,77.4,87.9,66.8,Well-organized,Strong,Very Strong,Strong,Strong,Strong,Strong,52.9,72.2,4,1.8,95.1,92.7,96.7,96.4,Pending,No,1161016.902,1934466.545,-87.68325438,41.975867,"(-87.68325438, 41.975867)"
609853,Chase,Salmon P Chase Elementary School,2021 N Point St,Chicago,IL,60647,(773) 534-4185,http://www.chase.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,60.8,65.2,48.3,64.1,54.8,57.8,67.6,60.1,78.7,36.7,48.6,58.3,67.4,69.4,61.6,Below Average,44.8,37.5,33.3,25,37.8,44.7,51.2,38.4,45.8,43.3,45.5,50,54.2,67.5,51.2,Organized,Neutral,Strong,Neutral,Neutral,Strong,Neutral,38.3,44.7,2.3,1.9,95.4,93.2,95.8,95.8,Pending,No,1158104.87,1913362.162,-87.69454144,41.91801539,"(-87.69454144, 41.91801539)"
609854,Chopin,Frederic Chopin Elementary School,2450 W Rice St,Chicago,IL,60622,(773) 534-4080,http://www.chopinschool.org,Fulton Elementary Network,Fulton Elementary Network,Standard,Level 1,No,0,Scantron,Far Above Average,73.4,66.7,95.8,31.8,76.9,65.5,85.7,70.5,76,95.8,36.4,92.3,79.3,71.4,76.2,Average,53.3,20,64,16.7,65.5,48.3,57.1,45.8,16,92,20.8,93.1,58.6,81,60.8,Well-organized,Strong,Very Strong,Very Strong,Very Strong,Very Strong,Strong,,,,,96.9,95.7,96,97.6,Yes,No,1159698.085,1905621.056,-87.68890154,41.89674048,"(-87.68890154, 41.89674048)"
609855,Christopher,Walter S Christopher Elementary School,5042 S Artesian Ave,Chicago,IL,60632,(773) 535-9375,http://www.wschristopher.org,Midway Elementary Network,Midway Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,61.8,,61.1,61.1,64.7,81.8,62.5,64.4,40,61.1,78.9,64.7,36.4,56.3,59.3,Average,45.3,,16.7,44.4,35.3,50,56.3,40.9,40,21.1,73.7,47.1,58.3,56.3,49.5,Organized,Strong,Neutral,Weak,Very Strong,Strong,Strong,9.1,34.6,1,3.3,86.1,84.6,94.1,93.9,No,No,1160846.21,1870985.96,-87.68564411,41.8016744,"(-87.68564411, 41.8016744)"
609856,Clay,Henry Clay Elementary School,13231 S Burley Ave,Chicago,IL,60633,(773) 535-5600,http://www.clay.cps.k12.il.us,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Standard,Level 3,Yes,1,Scantron,Above Average,56.1,44.4,51.6,58.9,66.7,31.4,55.6,51.8,63.6,61.9,40.7,81.6,48,68.3,60.4,Below Average,35.4,13.3,27.3,33.3,34.6,26.9,34.8,29,35.6,42.4,31.1,48,37.3,54.5,41.9,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Neutral,84.6,77.1,4.6,4.6,95.2,93,96.1,95.5,No,No,1199800.451,1817700.031,-87.544577,41.65455937,"(-87.544577, 41.65455937)"
609857,Cleveland,Grover Cleveland Elementary School,3121 W Byron St,Chicago,IL,60618,(773) 534-5130,http://www.clevelandschool.org,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,58.9,66.7,52.1,59.5,49.2,41.9,57.1,54,76.6,47.9,54.8,75.4,62.9,64.7,63.7,Average,53.8,45.3,48.6,38.1,47.5,46.2,46.2,45.8,56.9,54.1,59.5,78.7,59.1,63,61.6,Organized,Neutral,Neutral,Neutral,Strong,Neutral,Neutral,71.4,59,2.6,1.8,95,95.1,96.3,97.1,No,No,1154778.842,1925727.705,-87.70642927,41.9520147,"(-87.70642927, 41.9520147)"
609859,Clinton,DeWitt Clinton Elementary School,6110 N Fairfield Ave,Chicago,IL,60659,(773) 534-2025,http://www.clinton.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,68.6,63.2,63.9,53.1,64.4,80.8,64.7,64.6,71.6,72.2,77.3,83.3,90.9,46.6,72.6,Above Average,59.2,52.8,45.7,46.2,46.9,79.1,53.8,53.7,54.2,58,64.4,55.2,93.2,65.5,64.7,Well-organized,Strong,Very Strong,Very Strong,Strong,Strong,Very Strong,36.7,23.3,2.1,2.4,95.3,95.1,95.4,94.4,No,No,1156854.125,1940520.212,-87.69839748,41.99256421,"(-87.69839748, 41.99256421)"
610215,Madero,Francisco I Madero Middle School,3202 W 28th St,Chicago,IL,60623,(773) 535-4466,,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Track E,Level 2,No,0,Scantron,Average,48.9,,,,50.6,45.5,59.8,51.8,,,,32.9,46.5,59,46.1,Below Average,40.8,,,,35.2,40.4,36,37.2,,,,42,46.1,45.3,44.5,Moderately Organized,Weak,Neutral,Strong,Neutral,Neutral,Neutral,68.6,51.9,3.7,4.2,95.1,95.3,97,95.9,Yes,No,1155440.547,1885270.824,-87.70508585,41.84098398,"(-87.70508585, 41.84098398)"
609861,Clissold,Henry R Clissold Elementary School,2350 W 110th Pl,Chicago,IL,60643,(773) 535-2560,http://www.clissold-school.org,Rock Island Elementary Network,Rock Island Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,67.3,75,64.6,72.4,65.7,66,64.5,67.7,61.7,68.8,73.7,73.1,71.2,52.5,67,Above Average,57.3,72.9,58.2,63.9,56.2,54.5,58.7,60.2,70.8,62.1,51.7,52.1,47.4,45.2,54.4,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Neutral,95.8,65.2,1.5,2.1,95.1,95.8,96.9,96.5,No,No,1162450.244,1831415.599,-87.6808619,41.69305404,"(-87.6808619, 41.69305404)"
609862,Coles,Edward Coles Elementary Language Academy,8441 S Yates Blvd,Chicago,IL,60617,(773) 535-6550,http://www.colesacademy.org,Skyway Elementary Network,Skyway Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,59.9,52.6,57.4,54.7,53.4,37.3,49,51.3,93,79,62.7,58.6,53.8,63.5,68.5,Below Average,43.3,41.4,30.8,22.4,23.3,22.6,30.9,28.3,79.3,72.3,51.3,53.3,49.1,43.6,58.3,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Weak,75.5,63.2,2.8,2.5,95.1,96.3,95,96,No,No,1193682.146,1849300.863,-87.56593332,41.74142687,"(-87.56593332, 41.74142687)"
609863,Columbus,Christopher Columbus Elementary School,1003 N Leavitt St,Chicago,IL,60622,(773) 534-4350,,Fulton Elementary Network,Fulton Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,58.4,77.3,34.6,68.2,47.8,56,63.6,57.6,70.8,29.6,86.4,69.6,58.3,50,59.2,Above Average,57.9,50,40.7,45.5,36,56,54.5,47.4,64,48.1,87,59.3,84,69.7,68.1,Partially Organized,Not Enough Data,Neutral,Weak,Not Enough Data,Not Enough Data,Neutral,45.5,50,2.8,2.4,95.5,94.5,96.9,95.5,No,No,1161595.965,1906670.676,-87.68190167,41.89958139,"(-87.68190167, 41.89958139)"
609864,Cook,John W Cook Elementary School,8150 S Bishop St,Chicago,IL,60620,(773) 535-3315,http://www.cook.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,56.4,52,58.3,52.8,63.2,57.6,60.5,57.6,67.3,39.5,41,73.2,44.1,52.9,55.2,Below Average,30.6,18.2,10,22.5,27.9,43.6,23.1,24.1,25.9,16.3,34.1,42.4,53.8,57.1,37.3,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Very Weak,97.9,92.9,2.2,2.8,94,92.4,94,94.4,No,No,1168050.532,1850484.153,-87.6598119,41.74526284,"(-87.6598119, 41.74526284)"
609865,Jordan,Jordan Elementary Community School,7414 N Wolcott Ave,Chicago,IL,60626,(773) 534-2220,http://www.jordan.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,67.3,60,61.8,71.7,71.2,40.7,55.4,60.2,62.5,69.6,93.3,68.3,65.5,87.3,74.3,Below Average,38.9,28.4,20.8,29.5,34.4,29,42.4,30.3,24.6,42.9,56.5,67.2,39.3,57.6,47.7,Partially Organized,Neutral,Neutral,Neutral,Weak,Neutral,Neutral,62.7,52.1,2.4,2.4,95.6,95.5,95.1,94.4,No,No,1162385.224,1949501.716,-87.67779928,42.01709536,"(-87.67779928, 42.01709536)"
